ID;abies_balsa;acer_nigru;acer_pensy;acer_rubru;acer_sacch;acer_spica;actae_pachy;actae_rubra;adian_pedat;agera_altis;agrim_grypo;agrim_stria;agros_gigan;agros_scabr;alism_trivi;alnus_rugos;amela_sp;amphi_bract;anaph_margar;arali_nudic;arali_racem;arcti_minus;arethu_bulbo;arisa_triph;aroni_melan;ascle_incar;ascle_syria;athyr_filix;barba_vulga;betul_alleg;betul_papyr;betul_popul;biden_cernu;biden_frond;biden_tripa;boehm_cylin;brach_erect;brase_schre;bromu_cilia;calam_canad;calla_palus;calli_palus;calop_tuber;carda_diphy;carda_pensy;carex_arcta;carex_bland;carex_bromo;carex_brunn;carex_canes;carex_comos;carex_crawf;carex_crini;carex_dewey;carex_diand;carex_dispe;carex_echin;carex_flava;carex_folli;carex_graci;carex_hyste;carex_inter;carex_intum;carex_lacus;carex_lasio;carex_lepta;carex_lupul;carex_lurid;carex_pedun;carex_plant;carex_prasi;carex_proje;carex_pseud;carex_retro;carex_rostr;carex_scabr;carex_scopa;carex_stipa;carex_stric;carex_tribu;carex_trisp;carex_tucke;carex_vesic;caulo_thali;cephas_occid;chama_calyc;chelo_glabr;chrys_ameri;cinna_latif;circa_alpin;circae_canad;cirsi_mutic;cirsi_vulga;cladi_maris;clema_virgi;clint_borea;comar_palus;copti_trifo;cornu_alter;cornu_canad;cornu_seric;coryl_cornu;cysto_bulbi;decod_verti;dendr_obscu;depar_acros;doell_umbel;drose_inter;drose_rotun;dryop_carth;dryops_clint;dryop_crist;dryop_goldi;dryop_inter;dryop_margi;dulic_arund;eleoc_acicu;eleoc_ellip;eleoc_obtus;eleoc_palus;eleoc_robbi;elymu_virgi;epilo_cilia;epilo_color;epilo_lepto;epilo_palus;epipa_helleb;equis_arven;equis_fluvi;equis_hyema;equis_scirp;equis_sylva;erige_phila;erioc_aquat;eriop_graci;eriop_tenel;eriop_vagin;eriop_virgi;eryth_ameri;eupat_perfo;euryb_macro;eutha_grami;eutro_macul;fagus_grand;fallo_cilin;fraga_virgi;fraxi_ameri;fraxi_nigra;galeo_bifid;galiu_aspre;galiu_palus;galiu_trifi;galiu_trifl;gault_hispi;gaylu_bacca;geran_robert;geum_canad;geum_lacin;geum_macro;glyce_canad;glyce_grand;glyce_melic;glyce_stria;gymno_dryop;hepat_acuti;huper_lucid;hydro_morsu;hydro_ameri;hyper_ellip;hyper_frase;ilex_mucro;ilex_verti;impat_capen;iris_versi;juncu_brach;juncu_brevi;juncs_canad;juncs_effus;juncu_peloc;kalmi_angus;kalmi_polif;lactu_bienn;lapor_canad;larix_laric;leers_oryzo;lemna_minor;linna_borea;lipar_loese;lonic_canad;ludwi_palus;lycop_clava;lycop_ameri;lycop_unifl;lysim_borea;lysim_terre;lysim_thyrs;maian_canad;maian_racem;malax_unifo;malus_pumil;matte_strut;medeo_virgi;menth_canad;menya_trifo;miliu_effus;mimul_ringe;mitch_repen;mitel_diphy;mitel_nuda;monot_unifl;muhle_mexic;myoso_scorp;myoso_sylva;myric_gale;nabal_altis;nupha_varie;nymph_odora;oclem_acumi;oclem_nemor;onocl_sensi;osmor_clayt;osmun_regal;osmun_cinna;ostry_virgi;oxali_monta;oxals_strict;parth_vitac;persi_amphi;persi_hydro;persi_sagit;phala_arund;phego_conne;picea_glauc;pilea_pumil;pilos_auran;pinus_strob;plant_major;platant_clave;poa_alsod;poa_palus;poa_prate;pogon_ophio;polyg_pubes;polys_acros;ponte_corda;popul_tremu;potam_natan;poten_norve;prune_vulga;prunu_virgi;pteri_aquil;pyrol_ellip;querc_rubra;ranun_abort;ranun_acris;ranun_recur;rhamn_alnif;rhodo_groen;rhync_alba;ribes_cynos;ribes_gland;ribes_lacus;ribes_trist;rosa_acicu;rosa_palus;rubus_alleg;rubus_idaeu;rubus_odora;rubus_pubes;rubus_repen;rumex_brita;sagit_cunea;sagit_latif;salix_bebbi;salix_disco;salix_lucid;salix_pedic;salix_pelli;salix_petio;sambu_canad;sanic_trifo;sarra_purpu;scirpu_atroc;scirpu_atrov;scirpu_cyper;scirpu_micro;scirpu_pedic;scute_galer;scute_later;sium_suave;solan_dulca;solid_canad;solid_flexi;solid_rugos;sparg_ameri;sparg_natan;spira_latif;spirae_tomen;spiro_polyr;stell_borea;strep_lance;symph_cordi;symph_lance;symph_punic;tarax_offic;thali_pubes;thely_noveb;thely_palus;thuja_occid;tiare_cordi;tilia_ameri;toxic_radic;trill_erect;trill_grand;tsuga_canad;tussi_farfa;typha_latif;ulmus_ameri;urtic_dioic;utric_cornu;utric_inter;utric_vulga;uvula_grand;uvula_sessi;vacci_angus;vacci_corym;vacci_macro;vacci_myrti;vacci_oxyco;veron_ameri;veron_scute;vibur_cassi;vibur_lanta;viola_canad;viola_sp
17;0.003412969;0;0.003412969;0;0.010238908;0.003412969;0;0.003412969;0;0.034129693;0;0;0;0;0;0;0;0;0;0.003412969;0;0;0;0.023890785;0;0;0;0.017064846;0;0.013651877;0;0;0;0.006825939;0;0.006825939;0;0;0;0.003412969;0;0;0;0.003412969;0.003412969;0;0;0.003412969;0.003412969;0.003412969;0.006825939;0.003412969;0.013651877;0;0;0.003412969;0;0;0;0.020477816;0;0;0.013651877;0.003412969;0;0.003412969;0.003412969;0.003412969;0;0;0;0.010238908;0;0;0;0;0;0.006825939;0;0.003412969;0;0;0;0;0;0;0.006825939;0;0;0;0.013651877;0;0.010238908;0;0;0;0;0;0;0;0;0;0.006825939;0;0;0.003412969;0;0.010238908;0;0.013651877;0.003412969;0;0.013651877;0;0.010238908;0;0;0;0;0;0;0;0.003412969;0.010238908;0;0;0.006825939;0;0;0;0;0;0.054607509;0;0;0;0;0.003412969;0;0;0;0;0.003412969;0;0;0.017064846;0;0.040955631;0;0;0.003412969;0;0.020477816;0;0;0;0.006825939;0;0;0;0;0;0.013651877;0.013651877;0;0;0;0;0;0;0.037542662;0;0.006825939;0;0;0;0;0;0;0.003412969;0;0;0;0;0.003412969;0;0;0;0.006825939;0;0;0;0.017064846;0.003412969;0.006825939;0;0.003412969;0;0;0.003412969;0;0;0;0;0;0;0.003412969;0.010238908;0;0;0;0;0.003412969;0;0;0;0;0;0;0.058020478;0;0.003412969;0.006825939;0;0.003412969;0;0.006825939;0;0;0;0;0.010238908;0;0.020477816;0.003412969;0;0;0;0.003412969;0.010238908;0.003412969;0;0;0;0;0;0;0;0;0;0;0;0;0.003412969;0;0;0;0;0;0;0;0;0;0;0;0;0.006825939;0;0.044368601;0;0;0;0;0.003412969;0;0;0;0;0;0;0;0;0;0;0.003412969;0;0;0.003412969;0.013651877;0;0;0;0;0.027303754;0;0;0.003412969;0.003412969;0;0;0;0;0.006825939;0.010238908;0.003412969;0;0.003412969;0.003412969;0.027303754;0.017064846;0.006825939;0;0;0;0.010238908;0;0.006825939;0.003412969;0;0;0;0;0;0;0.003412969;0;0;0.003412969;0;0;0;0;0;0.006825939;0
18;0;0;0.006309148;0.009463722;0.015772871;0;0;0.003154574;0;0.012618297;0;0;0.012618297;0;0;0.015772871;0;0;0.003154574;0.009463722;0;0;0;0.031545741;0;0;0;0.012618297;0;0.022082019;0;0;0;0.003154574;0;0.006309148;0.006309148;0;0;0;0.003154574;0;0;0;0.003154574;0.006309148;0.015772871;0;0;0.003154574;0;0;0.009463722;0.006309148;0;0.006309148;0.003154574;0;0;0.012618297;0;0.006309148;0.009463722;0;0;0.006309148;0;0;0.009463722;0;0;0.009463722;0;0.003154574;0;0;0;0.009463722;0;0.003154574;0;0;0.003154574;0;0;0.003154574;0.003154574;0.003154574;0.006309148;0.012618297;0.003154574;0;0.003154574;0;0;0;0;0.003154574;0;0.003154574;0;0;0;0;0;0;0;0;0;0.003154574;0;0;0.025236593;0;0.003154574;0;0;0;0;0;0;0;0.003154574;0.009463722;0;0;0.006309148;0;0;0;0;0;0;0;0;0.006309148;0.072555205;0;0;0;0;0;0;0.009463722;0;0.009463722;0;0.006309148;0;0;0.018927445;0.012618297;0.009463722;0;0.003154574;0;0.003154574;0;0;0;0;0;0;0.009463722;0;0.015772871;0;0.003154574;0;0.006309148;0.022082019;0;0;0;0;0;0;0;0;0;0;0.003154574;0;0;0;0;0;0;0.006309148;0;0;0;0.012618297;0.012618297;0.003154574;0.003154574;0.015772871;0;0;0;0;0;0;0;0;0;0;0.012618297;0;0;0;0;0;0;0;0;0;0;0;0.012618297;0;0.006309148;0.009463722;0.012618297;0.022082019;0;0;0;0.003154574;0.003154574;0;0.044164038;0;0.025236593;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006309148;0;0.006309148;0;0;0;0;0;0.003154574;0;0;0;0;0.003154574;0;0.034700315;0;0.006309148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003154574;0.003154574;0.015772871;0;0;0;0;0.006309148;0;0;0;0.003154574;0;0.003154574;0;0.003154574;0;0;0;0.006309148;0.003154574;0.006309148;0.022082019;0.025236593;0.003154574;0;0;0;0.012618297;0;0.003154574;0.006309148;0;0;0;0;0;0.003154574;0;0;0;0;0;0;0;0;0;0.003154574;0
20;0.030726257;0;0.016759777;0.01396648;0.008379888;0.005586592;0;0;0;0.005586592;0;0;0.002793296;0;0;0;0.002793296;0;0;0.008379888;0;0;0;0.033519553;0;0;0.005586592;0.008379888;0;0.01396648;0;0;0;0;0.002793296;0;0;0;0;0;0.002793296;0;0;0;0;0;0.008379888;0.002793296;0;0.005586592;0;0;0.005586592;0.002793296;0;0.008379888;0.005586592;0;0;0.005586592;0;0;0.011173184;0;0;0.01396648;0;0;0;0;0;0.008379888;0.005586592;0;0;0;0;0.002793296;0;0.002793296;0.002793296;0;0;0;0;0;0.002793296;0.011173184;0.002793296;0.01396648;0;0;0;0;0;0;0;0.002793296;0;0.008379888;0;0;0;0;0.005586592;0;0.002793296;0;0;0.011173184;0.002793296;0;0.005586592;0;0;0.002793296;0;0;0;0;0;0;0.008379888;0.01396648;0;0;0.002793296;0;0;0;0;0;0.025139665;0;0;0;0.061452514;0.002793296;0;0;0;0;0;0.005586592;0;0.005586592;0.008379888;0.016759777;0;0.011173184;0.008379888;0.008379888;0.008379888;0;0.002793296;0;0;0;0;0;0;0;0.022346369;0.008379888;0;0.005586592;0;0;0.002793296;0.005586592;0.030726257;0;0;0;0;0;0;0;0;0;0;0;0.005586592;0;0;0;0.002793296;0;0.008379888;0;0.005586592;0;0.016759777;0.016759777;0.008379888;0;0.019553073;0;0;0;0;0;0;0;0;0;0.002793296;0.019553073;0;0;0;0.005586592;0;0;0;0;0;0;0;0.016759777;0;0.002793296;0.011173184;0;0.033519553;0.002793296;0;0;0.002793296;0.002793296;0;0.027932961;0;0.005586592;0.002793296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002793296;0.005586592;0;0;0;0.011173184;0;0;0;0;0;0.005586592;0;0;0;0;0.005586592;0;0.041899441;0;0.002793296;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002793296;0;0.002793296;0;0.008379888;0.002793296;0;0;0;0.002793296;0;0;0;0;0;0;0;0;0.002793296;0;0.005586592;0.005586592;0.002793296;0;0.016759777;0.025139665;0.002793296;0;0;0;0.008379888;0.002793296;0.005586592;0.002793296;0;0;0;0;0;0;0.002793296;0.002793296;0;0.002793296;0;0;0;0;0;0.002793296;0
22;0.002645503;0;0.002645503;0.010582011;0.015873016;0;0;0;0;0.002645503;0;0;0.005291005;0;0;0;0;0;0;0.002645503;0;0;0;0.015873016;0;0.002645503;0.002645503;0.021164021;0;0.013227513;0;0;0;0.002645503;0.002645503;0.010582011;0;0;0;0.010582011;0.010582011;0;0;0;0.005291005;0.002645503;0.005291005;0.002645503;0;0;0;0;0.005291005;0;0;0;0.005291005;0;0;0.010582011;0;0;0.013227513;0;0;0.007936508;0;0.005291005;0;0;0;0.002645503;0.002645503;0;0;0;0;0.007936508;0.002645503;0.005291005;0;0;0.007936508;0;0;0;0.010582011;0.007936508;0.005291005;0;0.002645503;0;0;0;0.002645503;0;0;0;0;0;0;0.007936508;0;0;0;0.002645503;0.002645503;0;0;0.002645503;0;0;0;0;0;0.002645503;0.002645503;0;0;0;0;0;0;0.005291005;0;0;0.002645503;0;0;0;0;0;0.044973545;0;0.005291005;0;0;0;0.007936508;0;0.002645503;0.002645503;0.005291005;0;0;0.007936508;0;0.037037037;0;0.018518519;0;0.007936508;0.026455026;0;0;0;0;0.007936508;0;0;0;0;0.010582011;0;0;0;0;0.013227513;0.005291005;0.026455026;0.015873016;0;0.002645503;0;0;0;0;0.005291005;0;0;0;0;0.005291005;0;0.005291005;0;0;0;0;0;0;0;0.023809524;0;0.010582011;0.018518519;0.007936508;0;0;0;0.005291005;0;0;0;0;0;0;0;0;0;0;0;0;0.005291005;0.002645503;0;0.002645503;0.005291005;0;0.034391534;0;0.010582011;0.007936508;0.002645503;0;0.015873016;0;0;0;0.021164021;0;0.007936508;0;0.010582011;0;0;0;0;0.002645503;0.013227513;0;0;0;0;0;0;0;0.002645503;0;0.002645503;0;0.002645503;0.005291005;0;0;0.007936508;0;0;0;0;0;0;0;0;0;0;0.005291005;0;0.055555556;0;0.005291005;0;0.002645503;0;0;0;0;0;0;0;0;0;0.002645503;0;0.002645503;0;0;0.005291005;0.018518519;0.002645503;0;0;0.002645503;0.010582011;0.002645503;0;0.002645503;0.002645503;0;0;0;0;0.002645503;0.002645503;0.002645503;0.023809524;0.002645503;0;0.010582011;0.021164021;0.005291005;0;0;0;0.005291005;0.002645503;0.002645503;0.002645503;0;0;0;0;0;0;0;0;0;0;0;0;0;0.005291005;0;0.007936508;0
25;0;0;0;0.009230769;0.003076923;0;0;0;0;0;0;0;0;0;0;0.058461538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006153846;0;0;0.049230769;0;0;0;0;0;0;0;0;0.021538462;0.003076923;0;0;0;0.003076923;0;0.021538462;0;0;0;0;0;0;0;0.036923077;0;0;0;0;0;0;0;0;0;0.012307692;0.006153846;0;0;0;0;0;0;0.006153846;0;0.012307692;0.061538462;0;0;0;0;0;0;0;0;0;0;0.046153846;0;0;0;0.006153846;0;0;0;0;0;0;0.006153846;0.070769231;0;0;0;0;0.003076923;0;0.049230769;0.003076923;0;0;0;0;0;0;0;0.003076923;0;0;0;0;0;0.003076923;0;0;0.003076923;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.021538462;0;0;0;0;0;0;0;0.003076923;0;0;0;0;0;0;0.006153846;0;0;0.073846154;0;0;0.024615385;0.003076923;0;0;0;0;0.009230769;0;0;0;0;0;0.003076923;0.006153846;0;0;0;0;0;0;0.018461538;0;0.015384615;0.012307692;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.073846154;0;0.006153846;0.006153846;0;0;0;0;0.009230769;0.006153846;0;0;0;0;0;0;0;0;0;0.003076923;0;0;0;0;0;0;0;0;0.064615385;0;0;0;0;0.006153846;0;0;0;0;0;0;0;0;0;0;0;0.009230769;0;0;0;0;0;0;0;0;0;0.006153846;0;0.003076923;0.003076923;0.006153846;0;0.003076923;0;0;0;0;0;0;0.006153846;0;0;0.003076923;0;0;0;0;0.006153846;0;0;0;0;0.003076923;0;0.015384615;0;0;0;0;0;0;0;0;0;0;0.006153846;0.015384615;0;0;0;0;0;0.003076923;0;0.012307692;0;0;0;0.006153846;0;0;0;0;0;0;0.003076923;0;0;0;0;0;0.012307692;0
27;0.00273224;0;0;0.038251366;0;0;0;0;0;0;0;0;0.00273224;0;0;0.021857923;0;0;0;0;0;0;0;0;0;0;0;0;0;0.005464481;0.00273224;0;0;0;0.008196721;0;0;0.008196721;0;0.00273224;0.016393443;0;0;0;0;0;0;0;0.005464481;0.019125683;0;0;0.00273224;0;0.00273224;0;0.016393443;0;0;0;0;0;0.00273224;0;0.008196721;0;0;0;0;0;0;0;0.010928962;0;0.008196721;0;0;0;0;0;0;0;0.00273224;0;0.00273224;0.073770492;0;0;0;0;0;0;0;0;0;0;0.030054645;0;0;0;0;0;0;0.00273224;0;0;0;0.010928962;0.054644809;0.00273224;0;0;0;0.00273224;0;0.035519126;0;0;0;0;0;0;0;0;0;0.00273224;0;0;0;0;0.00273224;0;0;0.005464481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00273224;0.010928962;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.005464481;0;0.013661202;0.049180328;0.00273224;0.005464481;0.013661202;0.00273224;0;0;0;0;0.019125683;0;0;0;0.00273224;0.00273224;0;0;0;0;0;0;0;0;0.040983607;0.00273224;0.005464481;0.013661202;0;0;0;0;0;0.00273224;0;0;0;0;0;0;0;0;0;0;0;0.06557377;0;0;0.005464481;0;0.040983607;0.008196721;0;0.005464481;0.005464481;0;0;0;0.005464481;0;0;0;0;0;0;0;0;0.00273224;0;0;0;0;0;0.06010929;0;0;0.00273224;0;0.00273224;0;0;0;0;0;0;0;0;0;0;0;0.030054645;0;0;0;0;0;0.00273224;0;0;0;0;0;0.005464481;0.005464481;0.005464481;0;0;0;0;0;0;0;0;0.035519126;0;0;0;0;0;0.008196721;0;0.005464481;0;0;0;0;0.00273224;0;0.021857923;0;0;0;0;0;0;0;0;0.008196721;0;0.019125683;0.00273224;0;0;0;0;0;0.005464481;0;0.013661202;0;0;0;0.005464481;0.00273224;0;0;0;0;0;0;0;0;0.00273224;0;0;0.024590164;0
28;0;0;0;0.016129032;0;0;0;0;0;0;0;0;0.016129032;0;0;0.048387097;0;0;0;0.003225806;0;0;0;0.006451613;0;0.009677419;0;0;0;0;0;0;0;0.003225806;0.016129032;0.022580645;0;0;0;0.003225806;0.032258065;0;0;0;0.003225806;0;0.003225806;0;0.003225806;0.003225806;0.003225806;0;0.012903226;0;0;0;0.003225806;0;0;0;0;0;0.012903226;0;0;0.022580645;0;0.006451613;0;0;0;0.006451613;0;0;0;0;0;0.019354839;0;0;0;0.003225806;0;0;0;0.003225806;0.003225806;0;0.003225806;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006451613;0;0;0;0.003225806;0.003225806;0;0.016129032;0;0;0;0;0;0;0.006451613;0.003225806;0;0;0;0;0;0;0;0.04516129;0;0;0;0.025806452;0;0;0;0;0;0;0;0;0.003225806;0;0.051612903;0;0;0.016129032;0.025806452;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003225806;0;0;0.006451613;0.038709677;0.003225806;0;0.006451613;0.003225806;0;0;0;0;0;0;0;0;0;0;0.009677419;0;0;0.003225806;0;0.003225806;0;0;0.05483871;0.003225806;0.029032258;0.006451613;0.009677419;0;0;0;0;0;0.003225806;0;0;0;0;0;0;0;0.003225806;0;0;0.006451613;0;0;0;0;0;0.067741935;0;0.009677419;0.019354839;0;0;0;0.003225806;0;0;0;0;0;0;0.006451613;0;0;0;0;0;0;0;0;0;0;0;0.003225806;0;0;0;0;0;0;0;0;0;0.003225806;0;0;0;0;0;0;0;0;0;0;0.003225806;0;0.04516129;0;0.016129032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003225806;0.009677419;0.009677419;0.012903226;0;0;0;0;0.003225806;0;0;0;0;0;0;0;0.006451613;0;0;0.009677419;0;0.012903226;0.006451613;0;0;0;0;0;0;0;0;0.016129032;0;0;0;0;0;0;0.003225806;0;0;0;0;0;0.006451613;0;0;0.032258065;0
29;0;0;0;0.016713092;0.002785515;0;0;0;0;0;0;0;0.011142061;0;0;0.075208914;0;0;0;0;0;0;0;0.002785515;0;0.008356546;0;0;0;0.002785515;0;0;0;0.002785515;0.002785515;0.030640669;0;0;0;0;0.055710306;0;0;0;0;0;0;0;0;0.027855153;0;0;0.005571031;0;0;0;0.005571031;0;0;0;0;0.005571031;0.002785515;0;0;0.011142061;0;0.005571031;0;0;0;0;0.002785515;0;0;0;0;0.005571031;0;0;0;0;0;0;0;0.011142061;0.002785515;0;0;0;0;0;0;0;0;0;0.008356546;0;0;0;0;0;0;0;0;0;0;0;0;0.005571031;0;0;0;0.005571031;0;0.011142061;0.033426184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.005571031;0;0;0;0.005571031;0;0;0;0;0;0;0;0;0;0;0.011142061;0;0.002785515;0.030640669;0.025069638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008356546;0;0.019498607;0.061281337;0.005571031;0;0.002785515;0.005571031;0;0;0;0;0;0;0;0;0;0;0.019498607;0.011142061;0;0;0;0;0;0;0.069637883;0.002785515;0;0.013927577;0.002785515;0;0;0;0.002785515;0;0;0;0;0.002785515;0;0;0;0;0;0.002785515;0;0.011142061;0;0;0.005571031;0;0;0.058495822;0;0.013927577;0.011142061;0;0;0;0.002785515;0;0;0;0;0;0;0.008356546;0;0;0;0;0;0;0;0;0;0;0.005571031;0;0.005571031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002785515;0;0;0.002785515;0;0.04178273;0;0.008356546;0.002785515;0.005571031;0;0;0;0;0;0;0;0;0;0;0;0.002785515;0;0;0.011142061;0.008356546;0.022284123;0;0;0;0.002785515;0.005571031;0.002785515;0.002785515;0;0;0;0;0;0;0;0;0.013927577;0;0.013927577;0.008356546;0;0;0;0;0;0;0;0.002785515;0.002785515;0;0;0.002785515;0.002785515;0;0;0;0;0;0;0;0;0.008356546;0;0;0.025069638;0
30;0.002688172;0;0;0;0.021505376;0;0.002688172;0;0.010752688;0.016129032;0;0;0.008064516;0;0;0.008064516;0;0;0;0.002688172;0;0;0;0.01344086;0;0.005376344;0;0.01344086;0;0.002688172;0;0;0;0.005376344;0;0.018817204;0;0;0;0;0.008064516;0;0;0.002688172;0;0;0.002688172;0.005376344;0;0.005376344;0;0;0.010752688;0.002688172;0;0;0;0;0;0.002688172;0;0;0;0;0;0;0.002688172;0.002688172;0;0.008064516;0;0.002688172;0;0;0;0;0;0.008064516;0;0;0;0.002688172;0.002688172;0;0;0.005376344;0.002688172;0.01344086;0.002688172;0;0.002688172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002688172;0;0;0.002688172;0.002688172;0;0.005376344;0.008064516;0.002688172;0.005376344;0.002688172;0;0;0;0;0;0;0;0.010752688;0;0;0.002688172;0;0;0;0;0;0.021505376;0.002688172;0;0;0.034946237;0.002688172;0;0;0.002688172;0;0;0.002688172;0;0.008064516;0.002688172;0.045698925;0;0;0.024193548;0;0.021505376;0;0;0.010752688;0;0;0;0;0;0;0.005376344;0;0.002688172;0;0;0.018817204;0.002688172;0.024193548;0.034946237;0;0;0.005376344;0;0;0;0;0;0;0;0;0.010752688;0;0.010752688;0;0;0;0;0;0;0;0.018817204;0.002688172;0.018817204;0.01344086;0.01344086;0;0;0;0.018817204;0;0;0;0.002688172;0;0;0.002688172;0.010752688;0.002688172;0.002688172;0.024193548;0;0.002688172;0;0;0;0;0;0.029569892;0.005376344;0.005376344;0.008064516;0.002688172;0;0.005376344;0.005376344;0;0.002688172;0.010752688;0;0.002688172;0;0.018817204;0;0;0;0;0.002688172;0;0;0;0;0;0;0;0;0.002688172;0;0;0;0;0.002688172;0;0;0.002688172;0;0;0;0;0;0;0.002688172;0;0;0;0.010752688;0.002688172;0.02688172;0;0.005376344;0.002688172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002688172;0.010752688;0.010752688;0.002688172;0;0;0;0;0.005376344;0;0.002688172;0.002688172;0;0;0;0.005376344;0.005376344;0.005376344;0;0.005376344;0.002688172;0.002688172;0;0.024193548;0.005376344;0;0.002688172;0.002688172;0;0;0;0.005376344;0.002688172;0;0;0;0.008064516;0;0;0;0;0;0;0;0.002688172;0.002688172;0;0.008064516;0.008064516
31;0;0;0;0.008823529;0;0;0;0;0;0;0;0;0.008823529;0;0;0.076470588;0;0;0;0;0;0;0;0.002941176;0.005882353;0.008823529;0;0.005882353;0;0.005882353;0;0;0.002941176;0.002941176;0.002941176;0.032352941;0;0;0;0.002941176;0.020588235;0;0;0;0;0;0;0.002941176;0.002941176;0.005882353;0.008823529;0;0;0;0.002941176;0.014705882;0.008823529;0;0;0;0;0.008823529;0.002941176;0;0;0.008823529;0;0;0;0;0;0;0.005882353;0;0;0;0;0.005882353;0;0;0;0;0.002941176;0;0;0.014705882;0.005882353;0;0;0;0;0;0;0;0;0;0.011764706;0;0;0;0.005882353;0;0;0.005882353;0;0;0;0;0.005882353;0.008823529;0;0;0;0.005882353;0;0.005882353;0.005882353;0.002941176;0;0;0;0;0;0;0.002941176;0.002941176;0;0;0;0;0;0;0.005882353;0;0;0;0.008823529;0;0;0;0;0;0;0;0;0;0;0.002941176;0;0;0.014705882;0.017647059;0.002941176;0;0;0;0;0;0;0;0.002941176;0;0.002941176;0;0;0;0.008823529;0;0;0.026470588;0.002941176;0.002941176;0.017647059;0.002941176;0;0;0;0.002941176;0;0;0;0;0.002941176;0;0.008823529;0.002941176;0;0.002941176;0;0;0;0;0.055882353;0.005882353;0.014705882;0.026470588;0.014705882;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002941176;0;0;0.020588235;0;0;0.002941176;0;0;0.052941176;0;0.017647059;0.023529412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.011764706;0.011764706;0;0.002941176;0;0.052941176;0;0.005882353;0;0.002941176;0;0.002941176;0;0;0;0;0;0;0;0.002941176;0;0;0;0;0.008823529;0.017647059;0.011764706;0.005882353;0;0;0.005882353;0.002941176;0;0.008823529;0.002941176;0;0;0;0;0.005882353;0;0.002941176;0.023529412;0.002941176;0.005882353;0.005882353;0;0;0;0;0;0.002941176;0;0;0.005882353;0;0;0.005882353;0;0;0;0.005882353;0;0;0;0;0;0;0;0;0.038235294;0
32;0;0;0;0.038095238;0;0;0;0;0;0;0;0;0;0;0;0.025396825;0;0;0;0.003174603;0;0;0;0;0.00952381;0;0;0;0;0.003174603;0;0.003174603;0;0;0;0;0;0.006349206;0;0;0.044444444;0;0;0;0;0;0;0;0;0.003174603;0;0;0;0;0;0;0.006349206;0;0;0;0;0;0;0;0.082539683;0;0;0;0;0;0;0;0;0;0.006349206;0;0;0;0;0;0.00952381;0;0;0;0.006349206;0.082539683;0;0;0;0;0;0;0;0;0;0;0.006349206;0;0;0;0;0.003174603;0;0;0;0;0;0.022222222;0.066666667;0;0;0;0;0;0;0.031746032;0;0;0;0;0;0;0;0;0.003174603;0;0;0;0.003174603;0;0.003174603;0.00952381;0;0.003174603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003174603;0;0;0;0;0;0;0;0;0;0.022222222;0;0.006349206;0.022222222;0.003174603;0;0;0.006349206;0;0.006349206;0.028571429;0.003174603;0;0;0;0;0;0;0;0;0;0;0;0.006349206;0.006349206;0.003174603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.066666667;0;0;0.006349206;0;0.015873016;0.003174603;0;0.006349206;0.006349206;0;0;0;0;0;0;0;0;0;0.00952381;0;0;0.003174603;0;0;0;0;0;0.063492063;0;0;0;0;0.003174603;0;0;0;0;0;0;0;0;0;0;0;0.006349206;0;0;0;0;0;0;0;0;0;0.003174603;0;0;0.006349206;0.003174603;0;0;0;0;0;0;0;0;0.012698413;0;0;0;0;0;0;0;0;0;0;0;0;0.003174603;0;0.006349206;0.003174603;0;0;0;0;0;0;0;0;0;0.00952381;0.053968254;0;0;0;0;0;0.006349206;0;0.006349206;0;0;0;0.003174603;0.003174603;0;0;0.003174603;0;0.073015873;0.006349206;0;0;0;0;0.003174603;0.003174603;0
